job_title,company,location,experience_level,skills,num_skills,salary_lpa,remote,salary_tier
Data Analyst,Flipkart,Pune,Lead,"Computer Vision, Flask, Spark, PyTorch, Scala, NLP, SQL",7,67,0,High
NLP Engineer,Meesho,Remote,Senior,"MLflow, Computer Vision, PyTorch, Excel, Power BI, Azure, Git, PostgreSQL",8,33,1,High
Data Engineer,Razorpay,Remote,Mid,"Machine Learning, Statistics, Java, MLflow, Docker",5,27,1,High
AI Engineer,Microsoft,Delhi,Entry,"Azure, NLP, Tableau, Excel, MLflow, MongoDB, Machine Learning, dbt",8,21,0,Mid
Research Scientist,BYJU'S,Gurgaon,Entry,"Scala, Git, GCP, PyTorch, Kubernetes, Python, FastAPI, Airflow",8,16,0,Mid
Business Analyst,Microsoft,Remote,Entry,"R, Statistics, Python, Spark",4,14,1,Mid
Data Analyst,Meesho,Gurgaon,Senior,"AWS, Java, PyTorch, Power BI, Kubernetes, Deep Learning",6,31,0,High
AI Engineer,Ola,Bangalore,Mid,"Airflow, TensorFlow, MLflow, Machine Learning, MongoDB",5,23,0,Mid
Business Analyst,TCS,Chennai,Mid,"Python, TensorFlow, Airflow, MLflow, PostgreSQL, FastAPI",6,12,0,Mid
NLP Engineer,Microsoft,Bangalore,Mid,"Hadoop, Docker, Java",3,27,0,High
NLP Engineer,Amazon,Delhi,Senior,"MongoDB, Kubernetes, TensorFlow, Azure",4,37,0,High
Research Scientist,Infosys,Gurgaon,Lead,"PostgreSQL, PyTorch, FastAPI, Docker, Azure",5,58,0,High
Data Analyst,Paytm,Chennai,Senior,"Airflow, Kubernetes, Spark",3,20,0,Mid
Research Scientist,Paytm,Remote,Mid,"R, FastAPI, GCP",3,26,1,High
Data Scientist,BYJU'S,Bangalore,Lead,"Scala, Kubernetes, Hadoop, Azure, Deep Learning, SQL",6,56,0,High
ML Engineer,Wipro,Bangalore,Senior,"dbt, Hadoop, MLflow, Scala",4,43,0,High
Research Scientist,Razorpay,Gurgaon,Mid,"SQL, Python, NLP, R, Tableau",5,37,0,High
Data Scientist,Flipkart,Remote,Senior,"Hadoop, Java, Python, Machine Learning, Docker",5,42,1,High
Data Engineer,Infosys,Delhi,Entry,"Git, PostgreSQL, FastAPI, Python, PyTorch",5,15,0,Mid
ML Engineer,TCS,Mumbai,Entry,"Python, Hadoop, Git, Excel, Docker, Scala",6,14,0,Mid
Data Engineer,Ola,Gurgaon,Entry,"FastAPI, MongoDB, PyTorch, Java, Azure, R, Spark",7,13,0,Mid
Data Engineer,Razorpay,Remote,Senior,"Python, GCP, Spark, Git, SQL, Scala, Kubernetes, Excel",8,37,1,High
ML Engineer,Paytm,Mumbai,Mid,"FastAPI, AWS, MongoDB, Tableau, Excel, Scala",6,22,0,Mid
Data Scientist,PhonePe,Mumbai,Mid,"Docker, PostgreSQL, FastAPI, NLP",4,12,0,Mid
Data Engineer,Paytm,Mumbai,Mid,"AWS, R, Power BI, Hadoop, Deep Learning, Statistics, Java, Spark",8,15,0,Mid
Data Scientist,BYJU'S,Pune,Mid,"TensorFlow, SQL, FastAPI, Java",4,19,0,Mid
NLP Engineer,Google,Noida,Entry,"Flask, Excel, Spark, TensorFlow, Kubernetes, Computer Vision, MongoDB",7,23,0,Mid
AI Engineer,Paytm,Hyderabad,Mid,"Git, PostgreSQL, Excel",3,24,0,Mid
AI Engineer,Microsoft,Chennai,Lead,"MLflow, NLP, Scala, Azure, SQL, Deep Learning",6,68,0,High
AI Engineer,Wipro,Gurgaon,Entry,"Python, PostgreSQL, GCP, Azure, MLflow, AWS",6,13,0,Mid
Data Analyst,Ola,Mumbai,Mid,"AWS, Java, R, Azure, Spark",5,13,0,Mid
Data Engineer,BYJU'S,Remote,Lead,"Docker, Statistics, MLflow",3,47,1,High
AI Engineer,Wipro,Gurgaon,Lead,"Kubernetes, Azure, Scala, PyTorch, Statistics, Excel, GCP, Flask",8,62,0,High
NLP Engineer,PhonePe,Remote,Senior,"Git, Java, MLflow, dbt, Python, Azure, Hadoop",7,27,1,High
AI Engineer,Paytm,Gurgaon,Mid,"Power BI, Docker, R, SQL, Computer Vision",5,17,0,Mid
Data Engineer,Flipkart,Chennai,Entry,"PyTorch, Airflow, Git, MongoDB, SQL, Hadoop, Spark, Flask",8,12,0,Mid
Business Analyst,Ola,Bangalore,Mid,"FastAPI, Hadoop, Scala, SQL",4,13,0,Mid
Business Analyst,Zomato,Hyderabad,Entry,"Flask, Tableau, NLP, R, Java",5,5,0,Low
AI Engineer,PhonePe,Bangalore,Senior,"Statistics, TensorFlow, Python, GCP",4,44,0,High
Data Engineer,Ola,Mumbai,Mid,"Azure, Machine Learning, MLflow, Spark, Flask, PyTorch, Hadoop",7,20,0,Mid
ML Engineer,Microsoft,Delhi,Senior,"Flask, TensorFlow, Spark, MLflow, AWS, Deep Learning, PyTorch",7,48,0,High
Data Scientist,Flipkart,Gurgaon,Senior,"MongoDB, Git, SQL, dbt, R, MLflow",6,45,0,High
Research Scientist,Amazon,Bangalore,Mid,"Computer Vision, PyTorch, Scala, Java",4,33,0,High
Data Scientist,Paytm,Chennai,Mid,"Git, Power BI, Excel",3,20,0,Mid
AI Engineer,BYJU'S,Mumbai,Entry,"Flask, Kubernetes, Excel",3,10,0,Low
Data Scientist,Amazon,Bangalore,Entry,"Power BI, GCP, NLP, dbt, PostgreSQL, Docker",6,22,0,Mid
Data Analyst,TCS,Chennai,Senior,"NLP, MLflow, Excel, R, FastAPI, dbt, Kubernetes, Spark",8,36,0,High
Data Scientist,Meesho,Delhi,Entry,"MLflow, Flask, Power BI, TensorFlow, SQL, Machine Learning, Python",7,12,0,Mid
Research Scientist,Amazon,Gurgaon,Mid,"Statistics, GCP, Power BI, Scala, Flask, Azure",6,28,0,High
Research Scientist,Flipkart,Mumbai,Mid,"Docker, SQL, Excel, MongoDB, AWS, PyTorch, NLP, Tableau",8,17,0,Mid
AI Engineer,Flipkart,Pune,Senior,"GCP, R, Computer Vision, Machine Learning, Flask, dbt",6,46,0,High
Business Analyst,Google,Mumbai,Lead,"Airflow, TensorFlow, dbt, Git, Hadoop, Computer Vision",6,72,0,High
Data Engineer,Zomato,Chennai,Mid,"Power BI, Git, Tableau, NLP",4,20,0,Mid
ML Engineer,Infosys,Bangalore,Entry,"FastAPI, Kubernetes, Computer Vision, R, GCP, Statistics, Hadoop",7,12,0,Mid
AI Engineer,Google,Hyderabad,Mid,"Kubernetes, PostgreSQL, GCP, R, NLP",5,32,0,High
Research Scientist,Microsoft,Gurgaon,Senior,"TensorFlow, R, Spark, Hadoop, PyTorch, Deep Learning, dbt, Kubernetes",8,55,0,High
Data Scientist,Meesho,Hyderabad,Mid,"Java, Machine Learning, Git, Computer Vision",4,11,0,Mid
Business Analyst,Meesho,Hyderabad,Lead,"Excel, Kubernetes, Python",3,62,0,High
Data Scientist,Ola,Mumbai,Entry,"R, MLflow, Airflow, GCP",4,7,0,Low
Research Scientist,Amazon,Chennai,Entry,"Deep Learning, Java, Airflow, Python, NLP",5,25,0,Mid
Data Engineer,Flipkart,Bangalore,Mid,"Tableau, Scala, PostgreSQL",3,17,0,Mid
Business Analyst,Wipro,Pune,Lead,"Machine Learning, Power BI, Hadoop, Excel, Flask, GCP",6,63,0,High
ML Engineer,PhonePe,Bangalore,Mid,"Hadoop, R, FastAPI, Power BI",4,25,0,Mid
ML Engineer,Flipkart,Bangalore,Lead,"Git, Machine Learning, MongoDB, Computer Vision, dbt, Kubernetes, Airflow",7,70,0,High
Business Analyst,BYJU'S,Gurgaon,Senior,"R, AWS, Statistics, Airflow, Deep Learning, NLP",6,33,0,High
Data Engineer,Amazon,Hyderabad,Senior,"PostgreSQL, Scala, MLflow",3,32,0,High
AI Engineer,Ola,Gurgaon,Entry,"R, SQL, MLflow, Computer Vision, Python, MongoDB, Flask",7,17,0,Mid
ML Engineer,PhonePe,Bangalore,Entry,"GCP, FastAPI, Excel, Azure, MongoDB, Machine Learning",6,12,0,Mid
Research Scientist,Zomato,Chennai,Entry,"Deep Learning, R, Computer Vision, Spark, PostgreSQL, Scala, AWS",7,16,0,Mid
Business Analyst,Ola,Pune,Mid,"MongoDB, GCP, Azure, PyTorch, Spark, PostgreSQL",6,11,0,Mid
Data Scientist,BYJU'S,Delhi,Mid,"Azure, MongoDB, Docker",3,24,0,Mid
Data Scientist,TCS,Delhi,Mid,"Hadoop, Deep Learning, SQL",3,23,0,Mid
Data Scientist,PhonePe,Bangalore,Senior,"Tableau, MLflow, dbt, FastAPI",4,44,0,High
Data Scientist,Meesho,Noida,Mid,"Flask, Kubernetes, Azure, FastAPI",4,17,0,Mid
NLP Engineer,Amazon,Noida,Senior,"PyTorch, MLflow, MongoDB, Machine Learning, Flask",5,48,0,High
Data Analyst,Google,Chennai,Lead,"GCP, Docker, Spark, SQL, Azure, FastAPI, Excel, Power BI",8,68,0,High
Data Engineer,Razorpay,Noida,Mid,"GCP, NLP, dbt, Machine Learning, TensorFlow, Azure, PyTorch, Git",8,19,0,Mid
ML Engineer,PhonePe,Chennai,Entry,"SQL, AWS, Excel",3,10,0,Low
Data Scientist,Zomato,Noida,Lead,"GCP, Kubernetes, Hadoop",3,43,0,High
Data Scientist,Amazon,Gurgaon,Entry,"Machine Learning, GCP, PostgreSQL, Docker, PyTorch, R, Azure, MongoDB",8,24,0,Mid
ML Engineer,Amazon,Pune,Senior,"Scala, PyTorch, MLflow, R, Airflow, Spark, Excel",7,44,0,High
Data Analyst,Meesho,Gurgaon,Senior,"dbt, Statistics, Power BI, SQL, Flask, PyTorch",6,41,0,High
Research Scientist,Swiggy,Remote,Senior,"TensorFlow, Spark, Airflow, Kubernetes, Power BI, Hadoop, Deep Learning",7,40,1,High
Research Scientist,BYJU'S,Pune,Senior,"Tableau, Machine Learning, NLP, Kubernetes, Computer Vision, Flask, dbt, PostgreSQL",8,47,0,High
NLP Engineer,PhonePe,Noida,Mid,"Computer Vision, Spark, Tableau, Git, Power BI, Scala",6,21,0,Mid
AI Engineer,Razorpay,Delhi,Mid,"Azure, Excel, AWS, SQL, Statistics, MLflow, Docker",7,34,0,High
Data Analyst,Wipro,Gurgaon,Senior,"Java, Computer Vision, AWS, GCP, Docker, Scala",6,39,0,High
Data Scientist,Infosys,Delhi,Entry,"Airflow, Python, Scala, Excel, PyTorch, dbt, TensorFlow, Power BI",8,13,0,Mid
ML Engineer,BYJU'S,Remote,Senior,"GCP, AWS, TensorFlow, MongoDB, Docker, FastAPI, Azure",7,39,1,High
Data Scientist,Swiggy,Noida,Mid,"Computer Vision, MLflow, Hadoop, Flask, GCP, Excel, Python, SQL",8,17,0,Mid
Data Scientist,PhonePe,Delhi,Mid,"TensorFlow, SQL, Hadoop, Computer Vision, Statistics, Power BI",6,21,0,Mid
AI Engineer,Google,Noida,Senior,"Machine Learning, Kubernetes, NLP, SQL, Java, Excel, TensorFlow",7,54,0,High
Data Analyst,Microsoft,Hyderabad,Senior,"R, Flask, Excel, Computer Vision, PostgreSQL, Spark, Python, AWS",8,33,0,High
Business Analyst,PhonePe,Pune,Mid,"Airflow, R, Flask, TensorFlow, MongoDB",5,10,0,Low
NLP Engineer,Wipro,Gurgaon,Lead,"Spark, Docker, R, Python",4,64,0,High
Data Engineer,Wipro,Noida,Entry,"Spark, AWS, Scala, Deep Learning, Excel, Tableau",6,11,0,Mid
Data Scientist,Meesho,Gurgaon,Entry,"Kubernetes, Statistics, PostgreSQL, MongoDB, Power BI, Flask",6,15,0,Mid
Data Scientist,BYJU'S,Chennai,Mid,"NLP, Tableau, Excel, Airflow",4,15,0,Mid
ML Engineer,Zomato,Gurgaon,Mid,"Airflow, Python, Git, PostgreSQL",4,22,0,Mid
AI Engineer,PhonePe,Gurgaon,Entry,"Computer Vision, PostgreSQL, Java, Airflow",4,16,0,Mid
Data Analyst,Zomato,Hyderabad,Entry,"TensorFlow, Statistics, PostgreSQL, Power BI, AWS, Scala",6,6,0,Low
Data Scientist,Google,Chennai,Senior,"Deep Learning, Machine Learning, Computer Vision, FastAPI, Statistics",5,36,0,High
Research Scientist,Ola,Noida,Senior,"Spark, PyTorch, Azure, Computer Vision, dbt",5,33,0,High
Data Analyst,PhonePe,Remote,Senior,"Tableau, Docker, Statistics, Power BI",4,20,1,Mid
Data Engineer,BYJU'S,Mumbai,Senior,"Machine Learning, Statistics, AWS",3,42,0,High
Data Scientist,PhonePe,Gurgaon,Entry,"MLflow, Python, Machine Learning, Kubernetes, Git, Java, GCP",7,9,0,Low
Data Analyst,Paytm,Mumbai,Senior,"Deep Learning, dbt, Flask",3,31,0,High
Data Scientist,Zomato,Noida,Entry,"FastAPI, MLflow, PostgreSQL, Machine Learning, Kubernetes, Spark, Flask, Scala",8,9,0,Low
Data Analyst,Google,Pune,Entry,"NLP, Machine Learning, SQL, Python",4,18,0,Mid
Data Engineer,Razorpay,Bangalore,Mid,"Flask, Java, Docker",3,29,0,High
Data Scientist,TCS,Hyderabad,Senior,"MLflow, PostgreSQL, Azure, FastAPI, Git, Computer Vision, Spark",7,30,0,High
NLP Engineer,Microsoft,Gurgaon,Lead,"SQL, Scala, Git, dbt, Kubernetes, PostgreSQL",6,84,0,High
Data Analyst,Razorpay,Bangalore,Mid,"Deep Learning, GCP, MLflow, SQL",4,26,0,High
NLP Engineer,PhonePe,Hyderabad,Entry,"Machine Learning, R, SQL, PyTorch, Kubernetes, MongoDB, Docker, Hadoop",8,13,0,Mid
Data Analyst,Zomato,Hyderabad,Mid,"AWS, Python, Flask",3,12,0,Mid
Business Analyst,BYJU'S,Remote,Entry,"R, dbt, PyTorch, FastAPI, Excel",5,3,1,Low
Data Engineer,Swiggy,Remote,Mid,"Python, Kubernetes, Machine Learning, PostgreSQL, SQL, GCP, Computer Vision, PyTorch",8,14,1,Mid
ML Engineer,Amazon,Pune,Entry,"Git, Flask, Hadoop",3,22,0,Mid
Data Scientist,TCS,Bangalore,Mid,"Tableau, Docker, MLflow, NLP",4,16,0,Mid
Data Analyst,Swiggy,Gurgaon,Entry,"FastAPI, Java, NLP, Airflow, MLflow, Power BI, SQL, Flask",8,8,0,Low
Data Engineer,BYJU'S,Delhi,Senior,"TensorFlow, Python, Excel, Spark, Kubernetes, Tableau, Azure, Flask",8,37,0,High
NLP Engineer,Swiggy,Delhi,Entry,"PostgreSQL, Java, Airflow, PyTorch, FastAPI",5,13,0,Mid
Data Engineer,Google,Delhi,Mid,"Java, dbt, Spark, Git, Airflow, Deep Learning, MongoDB, NLP",8,30,0,High
Data Scientist,Infosys,Noida,Mid,"FastAPI, Excel, PyTorch",3,15,0,Mid
Data Engineer,Microsoft,Hyderabad,Mid,"Scala, Java, MongoDB",3,24,0,Mid
Research Scientist,Ola,Remote,Entry,"PostgreSQL, Tableau, MongoDB, Deep Learning, SQL, PyTorch, Python, Kubernetes",8,18,1,Mid
Data Scientist,Swiggy,Delhi,Mid,"Flask, PyTorch, FastAPI, Java",4,24,0,Mid
NLP Engineer,TCS,Remote,Entry,"Docker, Flask, Excel, Machine Learning, Azure",5,13,1,Mid
NLP Engineer,BYJU'S,Pune,Lead,"Docker, Python, AWS",3,63,0,High
Data Analyst,PhonePe,Bangalore,Lead,"Machine Learning, Kubernetes, AWS",3,60,0,High
Data Analyst,Ola,Delhi,Entry,"Scala, Deep Learning, MLflow, NLP, MongoDB, Python",6,14,0,Mid
Business Analyst,Wipro,Hyderabad,Senior,"Tableau, Spark, Docker, Excel, Airflow, Kubernetes, R, Statistics",8,18,0,Mid
Data Analyst,Infosys,Chennai,Senior,"SQL, NLP, Machine Learning, R, Computer Vision, TensorFlow, dbt, Hadoop",8,36,0,High
NLP Engineer,Swiggy,Delhi,Senior,"Hadoop, Scala, Git",3,47,0,High
Business Analyst,Razorpay,Noida,Mid,"Azure, Airflow, Excel, TensorFlow, Docker",5,14,0,Mid
Data Analyst,TCS,Mumbai,Entry,"dbt, Flask, R, GCP, Scala, FastAPI",6,6,0,Low
AI Engineer,Wipro,Noida,Senior,"Excel, Git, Deep Learning, Computer Vision, dbt, Hadoop, Airflow, GCP",8,30,0,High
Data Engineer,Infosys,Delhi,Senior,"Spark, Flask, AWS, Statistics, FastAPI, Power BI, Docker, TensorFlow",8,44,0,High
AI Engineer,Google,Delhi,Senior,"Spark, Machine Learning, Git, MLflow, Scala",5,53,0,High
Data Analyst,Amazon,Remote,Mid,"Docker, dbt, AWS, Scala",4,20,1,Mid
Data Scientist,Amazon,Pune,Senior,"Statistics, Airflow, PyTorch, MLflow, Azure, Spark, SQL, Scala",8,38,0,High
Data Scientist,BYJU'S,Chennai,Entry,"Kubernetes, Tableau, SQL",3,6,0,Low
Business Analyst,Microsoft,Delhi,Senior,"Kubernetes, TensorFlow, SQL, Git",4,42,0,High
Data Scientist,BYJU'S,Gurgaon,Mid,"Java, NLP, PostgreSQL, Spark, Deep Learning, Azure",6,18,0,Mid
Research Scientist,BYJU'S,Delhi,Senior,"Airflow, AWS, Python, Deep Learning, Power BI",5,50,0,High
NLP Engineer,Meesho,Bangalore,Mid,"Computer Vision, Azure, FastAPI, Statistics, Machine Learning, NLP",6,23,0,Mid
Research Scientist,Zomato,Noida,Senior,"Statistics, Azure, Java, Flask",4,31,0,High
AI Engineer,Razorpay,Mumbai,Senior,"Docker, Power BI, MongoDB, AWS, dbt",5,37,0,High
Data Engineer,BYJU'S,Pune,Entry,"Python, PostgreSQL, Spark, Machine Learning, AWS",5,7,0,Low
Research Scientist,Meesho,Hyderabad,Lead,"Power BI, Excel, Azure",3,67,0,High
AI Engineer,TCS,Bangalore,Entry,"Git, Statistics, FastAPI, Spark, MongoDB, Python, Azure",7,16,0,Mid
Research Scientist,Amazon,Hyderabad,Lead,"Computer Vision, Machine Learning, FastAPI, Flask, Python, Power BI",6,54,0,High
NLP Engineer,Meesho,Gurgaon,Mid,"Tableau, SQL, R",3,22,0,Mid
Data Scientist,Amazon,Gurgaon,Mid,"R, PostgreSQL, Java, Git, FastAPI, SQL",6,33,0,High
ML Engineer,TCS,Mumbai,Senior,"Java, Scala, Computer Vision",3,41,0,High
NLP Engineer,Infosys,Chennai,Lead,"Kubernetes, Hadoop, FastAPI, Airflow, PyTorch, Java, PostgreSQL",7,66,0,High
AI Engineer,TCS,Remote,Entry,"AWS, NLP, PyTorch, FastAPI, Spark, Docker",6,10,1,Low
AI Engineer,Google,Mumbai,Senior,"MLflow, PostgreSQL, NLP, Excel",4,44,0,High
Business Analyst,Ola,Noida,Mid,"dbt, Airflow, Machine Learning, Docker, Flask, PyTorch, MLflow",7,17,0,Mid
AI Engineer,Paytm,Delhi,Mid,"Power BI, PostgreSQL, Flask, MLflow, Python",5,23,0,Mid
Business Analyst,Infosys,Mumbai,Entry,"AWS, Excel, Airflow, Spark, Statistics, Deep Learning, Tableau",7,3,0,Low
Business Analyst,Swiggy,Bangalore,Mid,"Kubernetes, Flask, TensorFlow, GCP, Docker",5,18,0,Mid
Research Scientist,Razorpay,Mumbai,Mid,"Machine Learning, Flask, Excel, Scala, TensorFlow",5,29,0,High
Data Engineer,Flipkart,Remote,Entry,"dbt, Flask, Spark, MongoDB, Java, Python",6,6,1,Low
Data Engineer,Infosys,Gurgaon,Mid,"Scala, AWS, Computer Vision",3,26,0,High
Business Analyst,Flipkart,Pune,Senior,"AWS, PyTorch, FastAPI, Flask",4,24,0,Mid
Data Engineer,PhonePe,Mumbai,Entry,"Power BI, FastAPI, Computer Vision, PyTorch, Docker, Tableau, dbt, R",8,7,0,Low
AI Engineer,Swiggy,Remote,Lead,"GCP, Kubernetes, Machine Learning, Tableau",4,65,1,High
NLP Engineer,Meesho,Delhi,Senior,"Machine Learning, FastAPI, Hadoop, Deep Learning",4,42,0,High
Business Analyst,Paytm,Remote,Senior,"Azure, Airflow, NLP, Spark, Deep Learning, Scala, Hadoop",7,24,1,Mid
Research Scientist,Amazon,Noida,Mid,"TensorFlow, Docker, Scala, SQL, Excel, Kubernetes, Java",7,28,0,High
Data Scientist,PhonePe,Mumbai,Entry,"MongoDB, GCP, PyTorch",3,9,0,Low
Data Engineer,Flipkart,Noida,Entry,"GCP, Docker, Kubernetes, Airflow, NLP, dbt, PostgreSQL, Computer Vision",8,11,0,Mid
Research Scientist,Amazon,Pune,Entry,"Statistics, MLflow, FastAPI, dbt, Computer Vision",5,21,0,Mid
Data Scientist,Razorpay,Bangalore,Lead,"FastAPI, MongoDB, Scala, Flask",4,70,0,High
NLP Engineer,Infosys,Chennai,Mid,"Statistics, R, FastAPI, Excel",4,18,0,Mid
AI Engineer,Ola,Noida,Mid,"Azure, Power BI, Kubernetes, Computer Vision, Hadoop",5,25,0,Mid
NLP Engineer,Flipkart,Chennai,Mid,"FastAPI, Java, Docker, Flask, PostgreSQL",5,17,0,Mid
NLP Engineer,Flipkart,Remote,Entry,"Tableau, FastAPI, TensorFlow",3,13,1,Mid
Business Analyst,Meesho,Remote,Mid,"Machine Learning, MongoDB, Scala",3,15,1,Mid
Business Analyst,Meesho,Noida,Senior,"SQL, Tableau, Hadoop, MongoDB, Spark, R, FastAPI",7,23,0,Mid
ML Engineer,Ola,Chennai,Senior,"Power BI, MongoDB, TensorFlow",3,42,0,High
AI Engineer,Paytm,Gurgaon,Senior,"SQL, PostgreSQL, NLP, Power BI, PyTorch, Kubernetes, AWS",7,40,0,High
NLP Engineer,Amazon,Remote,Mid,"R, Airflow, Power BI, GCP, PyTorch, NLP, Excel, Kubernetes",8,31,1,High
Data Analyst,Google,Noida,Senior,"dbt, Kubernetes, Flask, Azure",4,35,0,High
AI Engineer,PhonePe,Bangalore,Senior,"PostgreSQL, SQL, Azure, Git, Docker, Computer Vision, Java, Tableau",8,29,0,High
Business Analyst,Wipro,Chennai,Entry,"Airflow, Git, Docker, R, Scala, TensorFlow, Computer Vision",7,4,0,Low
Data Engineer,Meesho,Pune,Mid,"FastAPI, Hadoop, Excel, TensorFlow, Flask, R, Computer Vision, Tableau",8,14,0,Mid
Data Engineer,Amazon,Bangalore,Mid,"PostgreSQL, Hadoop, Java, Tableau, Git, Kubernetes, Spark, Flask",8,29,0,High
Data Engineer,Swiggy,Pune,Senior,"Excel, NLP, Java, Scala, Python, MongoDB",6,20,0,Mid
Data Engineer,BYJU'S,Mumbai,Mid,"Machine Learning, Java, FastAPI",3,12,0,Mid
ML Engineer,Microsoft,Chennai,Mid,"Azure, Python, PostgreSQL, R, Kubernetes, Power BI",6,29,0,High
Business Analyst,Amazon,Chennai,Senior,"Computer Vision, Docker, Deep Learning, Java, Machine Learning",5,33,0,High
AI Engineer,Amazon,Delhi,Mid,"AWS, Statistics, Airflow, PyTorch, Azure",5,26,0,High
AI Engineer,PhonePe,Mumbai,Senior,"Hadoop, Machine Learning, SQL, MongoDB, Statistics, PyTorch, PostgreSQL, Tableau",8,33,0,High
Business Analyst,Flipkart,Chennai,Mid,"PostgreSQL, Tableau, Airflow, GCP, Hadoop",5,11,0,Mid
AI Engineer,TCS,Gurgaon,Lead,"Kubernetes, Git, Docker, AWS, Java, TensorFlow, PostgreSQL, FastAPI",8,64,0,High
NLP Engineer,Infosys,Hyderabad,Mid,"Excel, Java, Git, FastAPI, MongoDB, Statistics",6,22,0,Mid
ML Engineer,Swiggy,Chennai,Senior,"Excel, MongoDB, R, dbt",4,45,0,High
Business Analyst,BYJU'S,Remote,Mid,"Computer Vision, MLflow, Hadoop, Tableau",4,16,1,Mid
Data Analyst,Amazon,Chennai,Mid,"Java, Deep Learning, Spark, Machine Learning, Docker, PostgreSQL",6,21,0,Mid
NLP Engineer,Paytm,Chennai,Entry,"Deep Learning, Machine Learning, Java, TensorFlow, AWS",5,12,0,Mid
Business Analyst,Amazon,Mumbai,Entry,"Azure, PyTorch, Flask, Spark, Hadoop, Tableau, AWS",7,14,0,Mid
NLP Engineer,Flipkart,Gurgaon,Lead,"MLflow, Excel, PyTorch, R, AWS, Azure, Machine Learning, Flask",8,45,0,High
Business Analyst,Google,Hyderabad,Entry,"SQL, PostgreSQL, Computer Vision, Deep Learning, MLflow",5,13,0,Mid
AI Engineer,Google,Bangalore,Senior,"NLP, R, Kubernetes, dbt, Tableau, Python, Computer Vision, GCP",8,39,0,High
Research Scientist,PhonePe,Chennai,Entry,"AWS, Statistics, MLflow, Git, Spark, Flask, Deep Learning",7,14,0,Mid
Research Scientist,Wipro,Chennai,Mid,"NLP, Azure, MLflow, GCP, Python, Flask, Git",7,22,0,Mid
AI Engineer,Zomato,Hyderabad,Mid,"AWS, Hadoop, Git, dbt",4,15,0,Mid
Data Scientist,Amazon,Gurgaon,Entry,"Python, Spark, Excel, Computer Vision, Git, Tableau, R",7,19,0,Mid
NLP Engineer,Google,Hyderabad,Senior,"Tableau, Flask, Azure, Java, TensorFlow, GCP, PyTorch, MongoDB",8,36,0,High
Research Scientist,Ola,Remote,Lead,"AWS, Computer Vision, PyTorch",3,56,1,High
NLP Engineer,Ola,Noida,Mid,"MLflow, NLP, Git, TensorFlow, Power BI, Python, Computer Vision",7,20,0,Mid
Data Analyst,Flipkart,Mumbai,Entry,"Machine Learning, Flask, NLP, Spark, PostgreSQL, Python, GCP",7,4,0,Low
NLP Engineer,Flipkart,Noida,Mid,"Kubernetes, Hadoop, dbt",3,22,0,Mid
Data Analyst,Ola,Gurgaon,Senior,"Spark, Tableau, Git, Airflow, PyTorch, Computer Vision, FastAPI",7,41,0,High
Data Scientist,Microsoft,Remote,Mid,"Deep Learning, Machine Learning, Java, Tableau, Azure, Kubernetes",6,31,1,High
Data Analyst,Google,Hyderabad,Lead,"MLflow, Python, AWS, Computer Vision",4,67,0,High
Research Scientist,PhonePe,Delhi,Senior,"Git, Python, Statistics, Airflow, Hadoop, Flask, PyTorch",7,43,0,High
Business Analyst,Meesho,Delhi,Mid,"SQL, dbt, PyTorch, Tableau, GCP",5,13,0,Mid
Research Scientist,Paytm,Chennai,Lead,"Computer Vision, Statistics, Azure, AWS",4,44,0,High
ML Engineer,Ola,Pune,Mid,"Spark, SQL, Scala, R, AWS, Flask",6,18,0,Mid
Data Scientist,Infosys,Hyderabad,Senior,"Statistics, Machine Learning, GCP, Hadoop, R",5,28,0,High
Business Analyst,Paytm,Noida,Entry,"Spark, TensorFlow, R, Excel, PostgreSQL, MongoDB, Deep Learning, PyTorch",8,7,0,Low
AI Engineer,Google,Bangalore,Mid,"SQL, Deep Learning, NLP, dbt, Power BI",5,35,0,High
Research Scientist,Paytm,Bangalore,Lead,"SQL, Python, Java",3,77,0,High
Business Analyst,Microsoft,Mumbai,Senior,"Hadoop, Machine Learning, TensorFlow, dbt, Deep Learning, Docker, Kubernetes, PyTorch",8,40,0,High
NLP Engineer,Paytm,Hyderabad,Entry,"Deep Learning, R, PostgreSQL, PyTorch, MongoDB, Power BI",6,8,0,Low
ML Engineer,Google,Delhi,Senior,"Scala, GCP, dbt",3,49,0,High
AI Engineer,Ola,Delhi,Lead,"Java, Docker, R, Airflow, MongoDB, Spark",6,52,0,High
Data Scientist,PhonePe,Delhi,Lead,"GCP, Computer Vision, Azure, Scala",4,53,0,High
NLP Engineer,Amazon,Noida,Entry,"Power BI, Statistics, Git, R, Java, Flask",6,17,0,Mid
ML Engineer,TCS,Hyderabad,Mid,"Java, Airflow, Power BI",3,18,0,Mid
NLP Engineer,Meesho,Delhi,Mid,"Tableau, Docker, MLflow, PyTorch",4,21,0,Mid
AI Engineer,Zomato,Hyderabad,Lead,"Power BI, Excel, PyTorch, Docker, Python, Airflow, Scala, Computer Vision",8,58,0,High
Data Analyst,Infosys,Chennai,Mid,"Computer Vision, FastAPI, Statistics, Docker, Java",5,8,0,Low
AI Engineer,Amazon,Mumbai,Mid,"TensorFlow, MLflow, GCP, Statistics",4,23,0,Mid
